,foodname_ESP,foodname_ENG,energy,fats,prot,water,fiber,carbs,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,chol,A,D,E,B9,B3,B2,B1,B12,B6,C,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,unsat_fats,salt,group
480,"lucio, al horno","pike, baked",95.0,0.8714,21.5,76.5,0.0,0.0,0.2,0.26,0.15,False,58.0,8.0017,0.01,0.11,2.9,2.3,0.07,0.07,0.1,0.15,0.0,46.0,0.9,290.0,25.0,56.0,282.0,8.0,5.42,0.1,0.46,140.0,seafood
481,"macedonia de frutas, conserva en su jugo","fruit salad, canned in own juice",107.0,0.1,0.9,73.5,1.1,25.0,0.005,0.011,0.004,False,0.0,9.0,0.0,0.32,4.0,0.3,0.01,0.02,0.0,0.01,3.0,8.0,1.0,120.0,8.0,2.0,10.0,2.0,1.0,0.1,0.016,5.0,fruits
482,magdalena,muffin,387.0,22.4,6.1,28.0,1.0,39.9,8.1,0.9,12.4,True,203.0,233.0,0.8,0.7,7.0,0.5,0.1,0.05,0.0,0.1,0.0,25.0,1.1,88.0,9.0,211.0,231.0,16.3,9.3,0.3,9.0,527.5,cereals
483,"maíz, en mazorca, congelado, crudo","corn, on the cob, frozen, raw",95.0,0.8,3.2,73.2,3.8,18.3,0.2,0.4,0.1,False,0.0,12.0,0.0,0.4,30.0,1.6,0.08,0.13,0.0,0.2,6.0,4.0,0.7,272.0,30.0,5.0,81.0,2.0,0.8,0.3,0.6000000000000001,12.5,vegetables
484,"maíz, en mazorca, crudo","corn, on the cob, raw",392.0,0.92,8.4,0.0,2.7,85.6,0.24,0.42,0.13,False,0.0,25.0,0.0,0.4,30.0,1.6,0.08,0.13,0.0,0.2,6.0,15.0,0.7,330.0,30.0,6.0,256.0,2.0,0.8,0.3,0.6599999999999999,15.0,vegetables
485,mandarina,tangerine,40.0,0.0,0.8,88.3,1.9,9.0,0.034,0.037,0.022,False,0.0,106.0,0.0,0.22,32.0,0.3,0.02,0.07,0.0,0.07,35.0,36.0,0.3,160.0,11.0,2.0,17.2,0.0,0.0,0.4,0.07100000000000001,5.0,fruits
486,"mandarina, congelada","tangerine, frozen",42.0,0.2,0.63,88.2,1.8,9.2,0.034,0.037,0.022,False,0.0,56.92,0.0,0.29,21.8,0.41,0.03,0.06,0.0,0.08,32.0,34.5,0.3,150.0,10.9,1.1,20.0,0.0,0.0,0.09,0.07100000000000001,2.75,fruits
487,"mango, crudo","mango, without skin, raw",59.0,0.2,0.6,83.0,2.3,13.4,0.07,0.03,0.05,False,0.0,25.0,0.0,1.8,31.0,0.4,0.05,0.03,0.0,0.08,44.0,20.0,1.2,150.0,9.0,2.0,22.0,0.0,0.6,0.1,0.1,5.0,fruits
488,manteca,pork lard,879.0,99.0,0.0,1.0,0.0,0.0,43.0,9.8,40.6,False,93.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,1.0,1.0,3.0,0.0,0.0,0.0,52.8,2.5,fats_oils
489,mantequilla salada,butter with salt,733.0,82.0,0.7,16.9,0.0,0.5,21.64,3.28,55.13,True,178.0,783.0,0.76,2.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,15.0,0.2,15.0,2.0,870.0,24.0,4.0,0.5,0.1,24.92,2175.0,fats_oils
490,"mantequilla, baja en calorías","butter, light",503.0,55.1,3.3,42.1,0.0,0.0,15.927,2.046,34.321,False,106.0,509.4,12.0,1.58,1.0,0.02,0.07,0.01,0.13,0.01,0.0,48.0,1.09,71.0,5.0,450.0,34.0,0.0,1.0,0.26,17.973,1125.0,fats_oils
491,manzana,apple,50.0,0.0,0.3,85.7,2.0,12.0,0.15,0.11,0.2,False,0.0,4.0,0.0,0.53,1.0,0.2,0.04,0.03,0.0,0.04,3.0,6.0,0.4,99.0,5.0,2.0,9.0,0.0,0.0,0.1,0.26,5.0,fruits
492,margarina de maíz,corn margarine,718.0,80.0,0.9,18.2,0.0,0.9,32.7,31.95,13.75,True,0.0,731.0,3.8,7.5,1.0,0.67,1.6,0.01,0.1,0.009,0.2,30.0,0.0,42.0,3.0,198.0,23.0,26.0,0.0,0.0,64.65,495.0,fats_oils
493,"margarina, baja en calorías","margarine, light",363.0,40.0,1.62,58.0,0.0,0.4,13.52,13.85,11.29,False,0.0,584.0,2.5,6.0,1.0,0.36,0.022,0.006,0.06,0.005,0.1,12.0,0.06,7.0,0.5,390.0,8.0,26.0,0.0,0.0,27.369999999999997,975.0,fats_oils
494,"masa de hojaldre, cruda","puff pastry, raw",410.0,29.35,4.85,30.35,1.5,31.6796,12.0662,5.3627,10.6297,True,41.0,145.833,1.3,1.47,12.5,0.9,0.01,0.14,0.0,0.06,1.0,66.5,1.0,66.5,15.5,340.0,57.0,17.2,24.2,0.35,17.4289,850.0,cereals
495,mayonesa con aceite de girasol,mayonnaise sunflower oil,700.0,75.6,1.3,16.32,0.0,5.8,18.19,43.9,11.42,True,100.0,36.17,0.25,15.5,10.0,1.0,0.05,0.02,0.48,0.1,0.0,12.0,0.4,18.0,4.0,580.0,48.0,35.0,0.0,0.1,62.09,1450.0,fats_oils
496,"mayonesa, aceite de oliva","mayonnaise, olive oil, home-prepared",785.0,87.3807,2.1,9.1,0.0,0.0971,62.3,7.3,12.8,False,150.0,70.3333,0.6,4.6,16.0,0.0,0.06,0.04,1.0,0.04,1.0,19.0,1.2,25.0,7.0,330.0,61.0,35.0,0.0,0.5,69.6,825.0,misc
497,"mayonesa, aceite de soja","mayonnaise, soybean oil",710.0,79.0032,1.3,19.0,0.0,0.7,22.3,40.6,11.6,False,150.0,72.3333,0.5,17.0,10.0,0.0,0.05,0.02,0.48,0.1,0.0,15.0,0.6,25.0,7.0,410.0,46.0,35.0,0.0,0.1,62.900000000000006,1025.0,misc
498,"mayonesa, baja en calorías",mayonnaise light,298.0,28.1,1.0,60.1,0.0,10.8,6.88,15.7,4.19,False,50.0,0.0,0.0,14.0,10.0,0.24,0.05,0.02,0.48,0.1,0.0,10.0,0.3,10.0,10.0,750.0,1.0,35.0,0.0,0.1,22.58,1875.0,fats_oils
499,mejillon,mussel,61.0,1.9,10.8,87.3,0.0,0.0,0.35,0.52,0.41,True,58.0,0.0,0.0,0.9,33.0,3.0,0.14,0.1,8.0,0.08,0.0,80.0,4.5,92.0,23.0,210.0,236.0,35.0,56.0,1.8,0.87,525.0,seafood
500,"mejillón, en conserva, al natural","mussel, canned in brine",83.0,2.9,12.0,85.1,0.0,2.0,0.49,0.71,0.46,False,100.0,0.0,0.0,1.2,27.0,3.0,0.14,0.1,10.2,0.08,0.0,80.0,4.5,320.0,23.0,290.0,189.0,40.0,57.2,1.8,1.2,725.0,seafood
501,"mejillón, en escabeche","mussel, pickled",168.0,14.0,10.7,77.3,0.0,0.0,2.77,8.52,2.76,False,61.9,53.1,0.0,1.33,13.0,3.2,0.13,0.1,7.7,0.06,0.0,45.3,3.7,0.0,20.4,0.0,0.0,31.0,0.0,1.6,11.29,0.0,seafood
502,"mejillón, hervido","mussel, boiled",112.0,2.7,18.45,72.9,0.0,3.1818,0.4,1.0,0.5,False,54.0,84.0,0.0,1.05,32.0,1.15,0.245,0.01,16.1,0.07,0.0,76.5,7.35,173.0,53.0,373.0,212.5,140.0,46.0,2.3,1.4,932.5,seafood
503,melocotón,peach,39.0,0.0,0.6,89.0,1.4,9.0,0.061,0.079,0.018,False,0.0,17.0,0.0,0.5,3.0,1.0,0.05,0.03,0.0,0.02,8.0,8.0,0.4,260.0,9.0,3.0,22.0,2.0,1.0,0.06,0.14,7.5,fruits
504,melocotón en almíbar,syrup peach,58.0,0.0,0.4,82.6,1.3,13.8,0.0,0.0,0.0,False,0.0,27.0,0.0,0.51,7.0,0.59,0.02,0.01,0.0,0.0,4.0,3.0,0.3,104.0,5.0,5.0,11.0,1.5,0.3,0.0,0.0,12.5,fruits
505,"melocotón, desecado","peach, dried",272.0,0.76,3.6,26.1,8.2,61.3,0.28,0.37,0.08,False,0.0,74.2,0.0,0.0,14.0,5.3,0.21,0.0,0.0,0.07,4.8,36.0,6.8,1100.0,54.0,6.0,120.0,23.0,2.2,0.8,0.65,15.0,fruits
506,melón,melon,27.0,0.0,0.6,92.4,1.0,6.0,0.013,0.015,0.026,False,0.0,4.0,0.0,0.1,30.0,0.5,0.02,0.04,0.0,0.07,25.0,14.0,0.4,320.0,17.0,14.0,18.0,0.55,0.0,0.1,0.027999999999999997,35.0,fruits
507,"membrillo, crudo","quince, raw",29.0,0.225,0.3,84.2,6.4,6.3,0.08,0.1,0.0,False,0.0,4.0,0.0,0.89,3.0,0.2,0.02,0.02,0.0,0.04,15.0,14.0,0.3,200.0,6.0,3.0,19.0,0.0,0.6,0.5,0.18,7.5,fruits
508,"menestra de verduras, congelada","vegetables, stewed, frozen",45.0,0.5,3.3,89.6,4.0,6.6,0.031,0.24,0.098,False,0.0,420.0,0.0,0.3,52.0,1.3,0.09,0.12,0.0,0.11,13.0,35.0,0.8,130.0,16.0,96.0,57.0,1.0,1.0,0.4,0.271,240.0,vegetables
509,"menta, fresca","mint, fresh",44.0,0.73,3.8,0.0,6.8,5.3,0.0,0.39,0.19,False,0.0,123.33,0.0,5.0,110.0,1.1,0.33,0.12,0.0,0.16,31.0,210.0,9.5,260.0,63.0,15.0,75.0,3.0,0.0,1.09,0.39,37.5,misc
510,merluza fresca,"hake, raw",65.0,1.8,11.93,86.3,0.0,0.0,0.43,0.46,0.35,True,67.0,0.0,0.0,0.35,12.3,8.53,0.09,0.09,1.1,0.16,0.0,33.1,1.1,294.0,25.1,101.0,142.0,27.0,36.0,0.37,0.89,252.5,seafood
511,"merluza, congelada, cruda","hake, frozen, raw",85.0,1.8775,16.7033,82.0167,0.0,0.0,0.5185,0.7719,0.4271,False,59.6,0.0,0.0,0.42,14.3,3.2,0.12,0.05,1.0,0.16,0.0,25.4,0.77,270.0,19.4,100.0,190.0,4.0,42.6,0.27,1.2904,250.0,seafood
512,"merluza, rebozada, frita","hake, coat in batter, deep fried",149.0,10.29,10.65,75.39,0.15,3.52,5.71,1.31,1.51,False,78.83,13.74,0.11,0.81,13.68,5.02,0.1,0.08,1.01,0.15,0.5,30.85,1.07,233.43,22.0,89.27,170.56,15.8,0.0,0.42,7.02,223.17499999999998,seafood
513,mermelada de albaricoque,"marmalade, apricot",15.0,0.0,0.3,95.3,1.0,3.4,0.0,0.0,0.0,False,0.0,10.0,0.0,0.0,33.0,0.04,0.02,0.0,0.0,0.02,8.8,20.0,0.49,77.0,4.0,40.0,11.0,2.3,0.04,0.06,0.0,100.0,sweets
514,"mermelada de albaricoque y melocotón, baja en calorías","marmalade, apricot and peach, light",222.0,0.0,0.7,45.8,2.8,53.6,0.0,0.0,0.0,False,0.0,0.0,0.0,0.57,9.0,0.103,0.06,0.04,0.0,0.06,5.74,13.94,0.41,237.8,9.84,50.0,19.68,2.7,2.0,0.08,0.0,125.0,sweets
515,mermelada de ciruela,"marmalade, plum",15.0,0.0,0.3,95.3,1.0,3.4,0.0,0.0,0.0,False,0.0,21.0,0.0,0.1,11.0,1.8,0.02,0.01,0.0,0.02,20.0,39.0,1.0,344.0,30.0,10.0,28.0,2.3,2.0,0.06,0.0,25.0,sweets
516,mermelada de frambuesa,"marmalade, raspberry",253.0,0.3,0.45,37.2,1.2,60.9,0.165,0.0,0.015,False,0.0,10.0,0.0,0.16,30.0,0.103,0.015,0.009,0.0,0.02,2.7,20.0,0.49,56.0,4.0,7.0,16.0,2.7,2.0,0.06,0.165,17.5,sweets
517,mermelada de fresa,"marmalade, strawberry",250.0,0.63,0.31,36.9,2.6,59.6,0.33,0.0,0.03,False,0.0,21.0,0.0,0.0,33.0,1.867,0.02,0.01,0.0,0.02,20.0,39.0,1.0,344.0,30.0,10.0,8.6,2.7,2.0,0.1,0.33,25.0,sweets
518,"mermelada de fresa, baja en calorías","marmalade, strawberry, light",222.0,0.0,0.7,45.8,2.3,53.6,0.0,0.0,0.0,False,0.0,0.0,0.0,0.16,50.85,0.103,0.02,0.02,0.0,0.05,49.22,20.6,0.57,123.08,10.66,47.0,21.33,2.7,2.0,0.07,0.0,117.5,sweets
519,mermelada de grosella roja,"marmalade, red currant",242.0,0.0,0.5,40.8,1.1,58.7,0.0,0.0,0.0,False,0.0,0.0,0.0,0.1,11.0,0.036,0.076,0.016,0.0,0.02,20.6,20.0,0.49,77.0,4.0,32.0,19.0,2.3,2.0,0.06,0.0,80.0,sweets
520,mermelada de mora,"marmalade, blackberry",242.0,0.0,0.5,40.8,1.1,58.7,0.0,0.0,0.0,False,0.0,0.0,0.0,0.1,11.0,0.036,0.076,0.016,0.0,0.02,8.8,20.0,0.49,77.0,4.0,32.0,14.0,2.3,2.0,0.06,0.0,80.0,sweets
521,mermelada de naranja,"marmalade, orange",19.0,0.0,0.3,95.2,0.2,4.3,0.0,0.0,0.0,False,0.0,2.0,0.0,0.0,36.0,0.05,0.01,0.01,0.0,0.01,4.8,38.0,0.15,37.0,2.0,56.0,6.0,2.3,0.2,0.04,0.0,140.0,sweets
522,"mero, crudo","grouper, raw",88.0,1.2,19.4,79.6,0.0,0.0,0.2,0.32,0.23,True,37.0,0.0,0.0,0.8,11.0,2.3,0.14,0.8,2.0,0.32,0.0,14.0,0.9,255.0,20.0,80.0,210.0,7.0,56.5,0.5,0.52,200.0,seafood
523,"mero, plancha","grouper, griddle",147.0,9.79,14.33,75.4,0.16,0.32,4.38,2.92,1.38,False,41.78,7.56,0.0,0.98,12.06,2.12,0.13,0.72,1.78,0.29,2.49,16.08,0.9,245.11,18.27,71.87,189.82,0.0,56.5,0.47,7.3,179.675,seafood
524,miel,honey,315.0,0.0,0.5,17.0,0.0,76.8,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,5.0,0.2,0.05,0.01,0.0,0.3,2.0,15.0,0.7,54.0,5.0,23.0,17.0,5.0,0.5,0.3,0.0,57.5,sweets
525,mijo,millet,345.0,4.2,11.01,11.9,8.5,64.4,0.77,2.14,0.72,False,0.0,0.0,0.0,0.41,85.0,4.7,0.3,0.42,0.0,0.38,0.0,8.0,3.01,195.0,114.0,5.0,285.0,2.5,2.7,1.7,2.91,12.5,cereals
526,miso,miso,209.0,6.01,11.69,43.02,5.4,26.47,1.242,3.204,1.139,False,0.0,26.1,0.0,0.01,19.0,0.906,0.233,0.098,0.08,0.199,0.0,57.0,2.49,210.0,48.0,3728.0,159.0,0.0,7.0,2.56,4.446,9320.0,cereals
527,mojo picon,"sauce, ""mojo picón"" type",712.0,78.9,0.94,30.3,0.16,1.78,49.52,7.9,10.0,False,0.0,0.8,0.0,4.02,1.28,0.27,0.0,0.015,0.0,0.042,4.94,3.97,0.58,78.15,4.84,2.2,21.9,0.33,0.21,0.12,57.42,5.5,misc
528,molleja de cordero,lamb gizzard,132.0,7.8,15.3,76.9,0.0,0.0,2.4,0.3,3.0,False,260.0,0.0,0.0,0.44,13.0,7.0,0.25,0.03,6.0,0.03,18.0,8.0,1.7,420.0,21.0,75.0,400.0,0.0,0.0,1.9,2.6999999999999997,187.5,meat
529,morcilla,blood sausage,324.0,30.0,11.0,55.0,0.0,3.2,13.5,2.5,11.7,True,110.0,13.0,0.0,0.5,5.0,1.2,0.1,0.07,0.5,0.1,0.0,40.0,18.0,150.0,11.0,700.0,60.0,4.9,11.8,0.3,16.0,1750.0,meat
530,"morcilla, frita","blood sausage, fried",307.0,21.9,12.58,44.0,0.5,15.0,8.1,3.6,8.5,False,68.0,0.0,0.0,0.19,3.63,3.23,0.05,0.06,0.8,0.03,0.0,33.25,19.0,112.0,14.8,907.5,101.75,0.0,0.0,1.24,11.7,2268.75,meat
531,mortadela,bologna,295.0,25.39,14.0,56.0,0.0,3.0,11.29,4.17,9.4,True,72.0,0.0,0.0,0.11,0.0,5.9,0.21,0.33,0.0,0.05,0.0,13.0,2.2,207.0,9.0,668.0,160.0,8.6,6.1,2.9,15.459999999999999,1670.0,meat
532,mostaza,mustard,133.0,10.0,5.9,75.0,1.3,5.0,4.8,1.8,1.3,False,0.0,0.0,0.0,0.01,18.0,0.8,0.2,0.1,0.0,0.0,75.0,93.0,1.9,114.0,76.0,2245.0,202.0,3.0,27.8,1.0,6.6,5612.5,misc
533,mousse de chocolate,chocolate mousse,247.0,8.1,5.1,41.9,2.3,37.8,2.59,0.25,4.79,False,35.0,57.0,0.15,0.19,4.0,0.24,0.16,0.03,0.2,0.1,0.0,132.0,0.5,201.0,19.0,63.0,101.0,0.45,6.1,0.3,2.84,157.5,dairy
534,"mousse de queso fresco, con frutas","mousse, cottage cheese, with fruits",135.0,5.4,5.4,73.2,0.2,16.0,1.036,0.124,2.311,False,13.0,45.2,0.14,0.04,11.0,0.15,0.142,0.033,0.53,0.068,1.4,53.0,0.16,90.0,7.0,344.0,113.0,8.0,7.7,0.33,1.1600000000000001,860.0,dairy
535,"mousse de queso fresco, desnatado, azucarado","mousse, cottage cheese, skimmed, with sugar",106.0,2.8,8.5,77.3,0.0,11.4,0.0,0.0,0.3,False,7.1,15.9,0.07,0.0,3.9,0.5,0.15,0.02,0.2,62.7,0.7,114.0,0.1,127.0,11.0,44.0,117.0,9.7,1.7,0.3,0.0,110.0,dairy
536,"mousse de queso fresco, desnatado, con frutas","mousse, cottage cheese, skimmed, with fruit",117.0,1.8,5.6,73.1,0.3,19.2,0.282,0.039,0.619,False,3.0,13.5,0.05,0.01,5.9,0.1,0.11,0.01,0.49,89.2,4.0,85.0,0.2,110.0,11.0,30.0,60.0,9.7,4.5,0.2,0.32099999999999995,75.0,dairy
