,foodname_ESP,foodname_ENG,energy,fats,prot,water,fiber,carbs,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,chol,A,D,E,B9,B3,B2,B1,B12,B6,C,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,unsat_fats,salt,group
717,"queso de castilla-león, oveja y vaca","sheep and cow cheese, ""castilla-león"" type",410.0,35.7884,22.6,37.3,0.0,0.0,9.67,0.86,23.29,False,90.0,388.333,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,0.0,734.0,0.483,86.0,21.0,689.0,528.0,34.0,1.6,2.85,10.53,1722.5,dairy
718,"queso de murcia, al vino","cheese, ""murcia with wine"" type",440.0,38.88,23.17,32.63,0.0,0.0,0.0,0.0,0.0,False,100.0,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,813.94,0.35,106.37,38.55,537.39,527.7,0.0,0.0,2.65,0.0,1343.475,dairy
719,queso de tenerife,"cheese, ""tenerife"" type",342.0,29.69,19.3,47.26,0.0,0.0,0.0,0.0,0.0,False,100.0,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,653.34,0.24,100.15,43.44,324.59,454.36,0.0,0.0,2.26,0.0,811.4749999999999,dairy
720,queso de tiétar,"cheese, ""tiétar"" type",398.0,35.0,21.48,38.01,0.0,0.0,0.0,0.0,0.0,False,100.0,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,842.62,0.33,121.51,42.72,524.84,521.46,0.0,0.0,2.73,0.0,1312.1000000000001,dairy
721,queso edam,"cheese, edam type",336.0,28.3,20.7,42.3,0.0,0.0,7.92,0.91,17.3,False,80.0,238.0,0.18,0.8,20.0,6.1,0.4,0.04,1.5,0.1,0.0,746.0,0.6,746.0,30.0,440.0,462.0,45.0,20.5,2.6,8.83,1100.0,dairy
722,queso emmental,emmental cheese,367.0,28.8,27.3,36.7,0.0,0.0,8.9,1.0,17.3,True,110.0,231.0,0.3,0.35,9.0,7.1,0.34,0.05,2.2,0.1,0.0,1029.0,0.8,98.0,45.0,275.0,746.0,2.0,11.0,2.3,9.9,687.5,dairy
723,queso en porciones,"processed cheese, portions",310.0,25.5,18.0,54.0,0.0,2.5,10.1,1.05,14.24,True,94.0,299.0,0.28,1.0,5.0,4.2,0.3,0.03,0.3,0.01,0.0,276.0,0.1,150.0,30.0,935.0,535.0,38.5,14.5,0.5,11.15,2337.5,dairy
724,queso flor de guía,"cheese, ""flor de guía"" type",387.0,31.06,27.21,35.35,0.0,0.0,0.0,0.0,0.0,False,90.0,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,0.0,801.94,0.34,118.24,44.89,613.25,600.93,0.0,0.0,3.84,0.0,1533.125,dairy
725,queso fresco de burgos,"soft cheese, ""burgos"" type",198.0,15.4,12.4,68.4,0.0,2.5,4.28,0.74,9.46,False,14.5,194.0,0.0,0.56,14.0,4.1,0.17,0.02,0.66,0.08,0.0,338.0,0.5,121.0,16.0,272.0,170.0,4.8,14.5,1.3,5.0200000000000005,680.0,dairy
726,"queso fresco, cabra","goat cheese, uncured",298.0,23.9333,19.8,50.2333,0.0,1.1,6.2197,0.8142,15.3569,False,60.7,65.0,0.0,0.05,5.0,0.26,0.24,0.04,0.78,0.09,0.0,543.0,0.398,90.0,88.0,480.0,818.0,2.0,2.8,2.034,7.033899999999999,1200.0,dairy
727,"queso fresco, desnatado, con frutas","uncured cheese, skimmed, with fruit",96.0,0.1,8.1,76.3,0.23,15.3,0.0,0.0,0.0,False,0.0,2.4,0.0,0.0,5.7,0.15,0.0,0.04,0.18,0.1,0.0,93.0,0.4,113.0,12.0,32.0,77.0,2.0,2.8,0.5,0.0,80.0,dairy
728,"queso fundido, extragraso (>60% mg/es)","processed cheese, >60 % fidm",325.0,31.2,9.3,52.2,0.0,2.4,10.0,0.9,19.45,False,100.0,216.667,0.2,0.6,3.0,0.07,0.35,0.04,0.25,0.08,0.0,261.0,0.414,92.0,29.0,472.0,457.0,35.0,19.0,0.675,10.9,1180.0,dairy
729,queso gata-hurdes,"cheese, ""gata-hurdes"" type",385.0,33.63,21.16,41.55,0.0,0.0,0.0,0.0,0.0,False,100.0,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,454.75,0.31,105.28,25.13,638.96,318.34,0.0,0.0,1.81,0.0,1597.4,dairy
730,queso gaztazarra,"cheese, ""gaztazarra"" type",328.0,28.5,18.44,46.44,0.0,0.0,0.0,0.0,0.0,False,90.0,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,608.51,0.29,150.54,31.21,647.99,436.65,0.0,0.0,2.18,0.0,1619.975,dairy
731,queso gouda,gouda cheese,326.0,27.4,20.36,42.35,0.0,0.0,7.8,0.66,17.7,False,110.0,303.0,0.24,0.53,21.0,0.07,0.28,0.03,1.7,0.07,0.0,854.0,0.4,114.0,29.0,604.897,490.0,3.6,1.6,2.2,8.459999999999999,1512.2425,dairy
732,queso grazalema,"cheese, ""grazalema"" type",376.0,32.31,21.89,40.19,0.0,0.0,0.0,0.0,0.0,False,90.0,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,785.34,0.31,98.98,52.28,452.37,501.29,0.0,0.0,2.33,0.0,1130.925,dairy
733,queso gruyer,gruyere cheese,375.0,31.3,23.42,35.5,0.0,0.36,8.7,1.1,18.8,False,120.0,240.167,0.26,0.8,5.0,6.0,0.19,0.04,1.6,0.07,0.0,880.0,0.8,120.0,51.0,429.14,710.0,2.0,14.5,2.3,9.799999999999999,1072.85,dairy
734,queso herreño,"cheese, ""herreño"" type",367.0,30.25,24.08,39.23,0.0,0.0,0.0,0.0,0.0,False,100.0,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,650.85,0.34,114.67,35.26,892.69,469.69,0.0,0.0,2.49,0.0,2231.7250000000004,dairy
735,queso ibores,"cheese, ""ibores"" type",402.0,34.31,23.95,35.48,0.0,0.0,8.72,0.92,25.31,False,90.0,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,0.0,897.41,0.95,110.35,46.37,751.53,580.84,0.0,0.0,3.49,9.64,1878.8249999999998,dairy
736,queso mahón,"cheese, ""mahón"" type",406.0,34.31,24.9,35.29,0.0,0.0,10.3,1.5,20.02,False,90.0,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,0.0,714.77,0.42,125.45,30.45,876.01,503.46,0.0,0.0,3.09,11.8,2190.025,dairy
737,queso majorero,"cheese, ""majorero"" type",360.0,28.75,25.66,38.4,0.0,0.0,5.24,0.82,16.94,False,80.0,290.833,0.25,0.62,50.0,0.1,0.3,0.03,1.5,0.1,0.0,779.53,0.35,114.2,44.17,800.19,574.55,0.0,0.0,3.05,6.0600000000000005,2000.4750000000001,dairy
738,queso manchego,"cheese ""manchego"" type",389.0,30.4,28.77,40.3,0.0,0.5,9.0,0.763,18.9,True,87.8,360.0,0.28,0.62,21.3,4.6,0.3,0.04,1.5,0.2,0.0,765.0,0.64,100.0,36.0,670.0,520.0,34.0,1.6,4.0,9.763,1675.0,dairy
739,"queso manchego, en aceite","cheese, ""manchego"" type, in oil",467.0,40.455,26.5,27.7,0.0,0.0,12.54,1.21,24.48,False,90.0,436.667,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,0.0,579.0,0.642,82.0,20.0,707.0,801.0,34.0,1.6,3.121,13.75,1767.5,dairy
740,queso mozzarella,mozzarella cheese,223.0,16.1,19.5,64.4,0.0,0.0,4.01,0.4,8.67,False,78.0,0.0,0.0,0.0,10.0,0.14,0.27,0.03,0.0,0.6,0.0,632.0,0.2,67.0,24.0,373.0,428.0,0.0,14.5,0.0,4.41,932.5,dairy
741,queso munster,muenster-type cheese,333.0,28.709,19.1,48.5,0.0,0.0,8.3,0.63,18.2,True,90.0,165.833,0.2,0.58,12.0,0.1,0.3,0.01,1.5,0.06,0.0,430.0,0.4,131.0,21.0,930.0,350.0,0.0,14.5,2.7,8.930000000000001,2325.0,dairy
742,queso para untar,chesee spread,361.0,32.4,15.63,47.7,0.0,2.3,9.9,1.0,19.6,False,94.1,299.0,0.28,1.0,15.1,4.167,0.34,0.03,0.28,0.08,0.0,420.0,0.1,149.0,32.3,925.0,754.0,38.5,2.7,0.54,10.9,2312.5,dairy
743,"queso para untar, con finas hierbas","cheese spread, with spice and herbs",251.0,23.9,6.5,66.5,0.0,3.1,6.6,0.7,14.3,False,65.0,162.3,1.2,0.24,2.8,1.0,0.29,0.06,0.6,0.08,3.8,78.0,0.1,82.0,7.0,29.0,55.0,40.4,2.7,0.1,7.3,72.5,dairy
744,"queso para untar, con salmón","cheese spread, with salmon",258.0,24.3,7.3,65.3,0.0,3.1,6.6,0.7,14.3,False,3.1,163.2,1.2,0.24,2.8,1.0,0.29,0.06,0.6,0.07,3.8,84.0,0.1,89.0,7.0,32.0,59.0,40.4,2.7,0.2,7.3,80.0,dairy
745,"queso para untar, natural, bajo en calorías","cheese spread, plain, light",142.0,13.0,14.2,74.1,0.0,4.2,2.6,0.3,7.6,False,37.6,62.2,0.18,0.24,4.0,0.3,0.15,0.01,0.4,0.02,0.5,110.0,0.2,190.0,25.0,480.0,150.0,20.1,1.1,0.2,2.9,1200.0,dairy
746,queso parmesano,parmesan cheese,367.0,26.5,32.3,30.5,0.0,0.0,7.7,0.58,16.7,True,80.0,368.0,0.46,0.9,20.0,7.7,0.33,0.02,1.5,0.1,0.0,1275.0,0.7,113.0,46.0,839.0,782.0,2.0,23.9,5.3,8.28,2097.5,dairy
747,queso pasiego,"cheese, ""pasiego"" type",296.0,26.44,14.93,56.74,0.0,0.0,0.0,0.0,0.0,False,100.0,239.08,0.25,0.6,16.0,3.05,0.3,0.04,1.55,0.09,0.0,485.65,0.24,128.33,19.29,497.41,305.84,0.0,0.0,2.2,0.0,1243.525,dairy
748,queso pedroches,"cheese, ""pedroches"" type",339.0,27.0,24.24,42.28,0.0,0.0,0.0,0.0,0.0,False,90.0,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,933.94,1.45,129.59,55.48,596.26,612.88,0.0,0.0,2.63,0.0,1490.65,dairy
749,queso peñamellera,"cheese, ""peñamellera"" type",365.0,30.38,23.26,40.76,0.0,0.0,0.0,0.0,0.0,False,0.0,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,0.0,870.85,0.29,122.31,31.69,830.9,536.25,0.0,0.0,3.23,0.0,2077.25,dairy
750,queso picón,"cheese, ""picón"" type",386.0,33.0,22.71,39.31,0.0,0.0,0.0,0.0,0.0,False,90.0,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,0.0,472.85,0.59,133.64,21.85,1351.1,485.39,0.0,0.0,3.41,0.0,3377.75,dairy
751,queso porrúa,"cheese, ""porrúa"" type",381.0,32.0,23.79,39.41,0.0,0.0,0.0,0.0,0.0,False,90.0,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,0.0,847.6,0.33,146.22,33.11,438.35,578.38,0.0,0.0,3.4,0.0,1095.875,dairy
752,queso raclette,raclette cheese,356.0,28.3598,25.6,42.9,0.0,0.0,7.9,1.5,17.4,False,90.0,216.667,0.2,0.5,51.0,0.1,0.2,0.02,1.5,0.07,0.0,550.0,0.2,112.0,14.0,760.0,450.0,0.0,0.0,2.3,9.4,1900.0,dairy
753,"queso rallado, genérico",grated cheese,395.0,32.1,26.92,36.7,0.0,0.0,9.3,1.73,17.12,False,120.0,240.17,0.26,0.8,10.0,6.4,0.319,0.018,2.0,0.128,0.0,881.0,0.349,86.0,33.0,588.0,581.0,2.0,1.6,4.1,11.030000000000001,1470.0,dairy
754,queso roquefort,roquefort cheese,354.0,32.8,15.4,41.6,0.0,0.0,9.1,1.4,20.6,False,100.0,309.0,0.2,0.77,49.0,5.6,0.7,0.2,0.6,0.1,0.0,600.0,0.5,600.0,25.0,1522.0,445.0,2.0,14.5,2.0,10.5,3805.0,dairy
755,queso san simón,"cheese, ""san simón"" type",443.0,37.88,26.15,30.13,0.0,0.0,9.63,1.22,20.58,True,90.0,340.0,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,0.0,954.69,0.3,123.29,35.58,552.0,594.25,2.0,1.6,3.34,10.850000000000001,1380.0,dairy
756,"queso semicurado, genérico",semi-cured cheese,390.0,30.4,29.0,38.0,0.0,0.5,9.0,0.72,18.9,False,87.8,360.0,0.28,0.62,21.3,6.7,0.3,0.04,1.5,0.8,0.0,765.0,0.64,100.0,36.0,670.0,520.0,34.1,1.6,4.0,9.72,1675.0,dairy
757,queso serrat,"cheese, ""serrat"" type",411.0,35.63,23.13,35.74,0.0,0.0,0.0,0.0,0.0,False,90.0,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,829.34,0.17,120.6,30.65,398.29,534.91,0.0,0.0,3.27,0.0,995.725,dairy
758,queso servilleta,"cheese, ""servilleta"" type",324.0,26.31,22.17,46.05,0.0,0.0,0.0,0.0,0.0,False,90.0,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,762.09,0.4,112.29,33.01,636.16,465.35,0.0,0.0,3.02,0.0,1590.3999999999999,dairy
759,queso tetilla,"cheese, ""tetilla"" type",374.0,32.19,21.62,41.46,0.0,0.0,10.06,1.07,21.45,True,90.0,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,0.0,809.01,0.28,102.03,31.47,540.0,512.72,2.0,1.6,3.3,11.13,1350.0,dairy
760,"queso tierno, genérico",fresh cheese,332.0,25.4,26.0,47.0,0.0,0.0,7.28,0.73,13.68,False,70.0,218.0,0.18,0.6,20.0,5.2,0.3,0.02,1.4,0.2,0.0,470.0,0.9,100.0,28.0,670.0,520.0,34.0,1.6,3.0,8.01,1675.0,dairy
761,queso torta del casar,"cheese, ""torta del casar"" type",362.0,32.38,18.25,46.64,0.0,0.0,7.53,1.5,21.8,False,90.0,340.0,0.25,0.62,50.0,0.1,0.3,0.03,1.5,0.1,0.0,525.59,0.53,112.22,33.14,538.19,388.56,2.0,1.6,1.97,9.030000000000001,1345.4750000000001,dairy
762,queso tupí,"cheese, ""tupí"" type",609.0,59.81,19.2,19.16,0.0,0.0,0.0,0.0,0.0,False,90.0,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,671.61,0.2,117.32,26.8,421.03,421.36,0.0,0.0,2.68,0.0,1052.5749999999998,dairy
763,queso zamorano,"cheese, ""zamorano"" type",484.0,42.19,26.78,24.8,0.0,0.0,9.0,0.54,25.85,False,90.0,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,0.0,999.52,1.06,115.83,49.23,868.4,640.36,0.0,0.0,3.39,9.54,2171.0,dairy
764,"quinoa, cruda","quinoa, raw",306.0,5.5556,13.8,11.5,7.9,49.195,1.4,2.1,0.5,False,0.0,0.0,0.0,0.45,30.0,2.9,0.4,0.2,0.0,0.2,0.0,79.0,7.8,780.0,210.0,61.0,230.0,0.0,8.5,3.3,3.5,152.5,cereals
765,rábano,radish,16.0,0.3,0.6,94.8,1.2,2.6,0.0,0.0,0.0,False,0.0,2.0,0.0,0.0,50.0,0.3,0.04,0.03,0.0,0.1,23.0,20.0,0.8,243.0,7.0,12.0,18.0,1.2,2.0,0.2,0.0,30.0,vegetables
766,rabo de toro,oxtail,200.0,14.0,18.6,67.4,0.0,0.0,6.6,0.49,6.3,False,70.0,22.0,0.0,0.19,8.0,7.0,0.064,0.038,1.0,0.23,0.0,8.1,1.9,264.0,18.0,61.0,139.0,6.0,1.0,3.6,7.09,152.5,meat
767,"rape, a la parrilla","monkfish, grilled",95.0,0.6,22.0,75.8,0.0,0.0,0.1,0.2,0.1,False,29.0,0.0,0.0,0.4,8.0,2.0,0.08,0.04,1.04,0.3,0.0,12.0,0.5,388.0,30.0,88.0,480.0,0.0,36.5,0.6,0.30000000000000004,220.0,seafood
768,"rape, crudo","monkfish, raw",70.0,0.6,15.9,82.8,0.0,0.0,0.12,0.16,0.13,True,17.0,0.0,0.0,0.85,7.0,1.5,0.06,0.03,0.9,0.2,0.0,8.0,0.3,284.0,21.0,41.0,330.0,0.0,36.5,0.5,0.28,102.5,seafood
769,"rape, plancha","monkfish, griddle",87.0,2.0,17.0,81.0,0.0,0.0,0.16,1.03,0.51,False,50.0,0.0,0.0,0.0,13.0,2.0,0.1,0.07,1.0,0.0,0.85,64.0,1.0,274.0,20.0,109.0,180.0,0.0,36.5,0.5,1.19,272.5,seafood
770,"raya, cruda","ray, raw",98.0,1.26,20.56,77.4,0.0,0.8,0.286,0.532,0.286,False,65.0,3.0,0.0,0.0,3.0,5.85,0.01,0.02,6.0,0.37,0.0,38.0,0.75,250.0,30.0,90.0,155.0,3.0,36.5,0.98,0.8180000000000001,225.0,seafood
771,"refresco ""tipo gaseosa""","soft drink, soda type",0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,62.5,drinks
772,"refresco con gas, sabor cola, sin cafeina","cola drink, carbonated, decaffeinated",44.0,0.0,0.0,89.3,0.0,10.75,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,1.0,1.0,4.0,12.0,0.0,0.1,0.01,0.0,10.0,drinks
773,"refresco con gas, sabor cola, sin cafeina, bajo en calorías","cola drink, light, carbonated, decaffeinated",0.0,0.0,0.1,99.8,0.0,0.1,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.005,0.0,0.0,0.0,4.0,0.03,0.0,1.0,6.0,9.0,0.0,0.1,0.08,0.0,15.0,drinks
774,refresco de té,tea soft drink,37.0,0.0,0.1,91.18,0.0,9.09,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0,3.0,0.0,19.0,1.0,21.0,36.0,0.0,0.0,0.06,0.0,52.5,drinks
775,"refresco de té, bajo en calorías",tea soft drink light,0.0,0.0,0.1,91.18,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0,3.0,0.0,19.0,1.0,21.0,36.0,0.0,0.0,0.06,0.0,52.5,drinks
776,"refresco tipo ""tónica""","soft drink, tonic water type",38.0,0.0,0.0,90.5,0.0,9.2,0.0,0.0,0.0,False,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,drinks
777,"refresco, con gas, sabor naranja","soft drink, carbonated, orange flavoured",44.0,0.0,0.0,89.2,0.0,10.8,0.0,0.0,0.0,False,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,18.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,15.0,drinks
778,"refresco, sabor cola","soft drink, cola flavoured",44.0,0.0,0.0,89.2,0.0,10.85,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.03,1.0,1.0,8.0,15.0,0.0,0.1,0.01,0.0,20.0,drinks
779,"refresco, sabor cola, bajo en calorías","soft drink, cola flavoured, light",0.0,0.0,0.0,99.9,0.0,0.1,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.03,4.0,1.0,7.0,12.0,0.0,0.1,0.03,0.0,17.5,drinks
780,"refresco, sabor limón, con gas","carbonated drink, lemon",46.0,0.0,0.0,88.664,0.0,11.3361,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,3.3587,0.04,4.3731,5.6431,4.2418,0.5,0.0,0.0,0.0,0.0,10.604499999999998,drinks
781,"refresco, sabor naranja, sin gas","soft drink, orange flavoured, no carbonated",39.0,0.0,0.1,89.1,0.0,9.365,0.0,0.0,0.0,False,0.0,2.5,0.0,0.04,4.0,0.0,0.0,0.02,0.0,0.0,6.0,13.0,0.1,40.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2.5,drinks
782,regaliz,liquorice,325.0,1.9,3.9,6.6,2.0,71.5,0.5,0.7,0.6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.1,220.0,38.0,75.0,29.0,0.0,0.0,0.5,1.2,187.5,sweets
783,"remolacha, en conserva","beetroot, canned",30.0,0.2,1.2,90.5,2.5,5.6,0.0,0.1,0.0,False,0.0,0.0,0.0,0.0,2.0,0.3,0.03,0.02,0.0,0.04,2.8,19.0,0.5,190.0,13.0,120.0,17.0,0.1,0.0,0.3,0.1,300.0,vegetables
784,repollo,cabbage,26.0,0.4,1.8,89.3,3.1,3.7,0.0,0.3,0.1,False,0.0,4.0,0.0,0.2,78.0,0.3,0.02,0.12,0.0,0.2,49.0,57.0,0.6,270.0,6.0,16.0,46.0,2.0,1.0,0.4,0.3,40.0,vegetables
785,requesón,cottage cheese,102.0,4.3,12.31,80.1,0.0,3.3,1.16,0.14,2.045,False,13.0,22.3,0.03,0.07,27.0,2.917,0.25,0.029,0.78,0.08,0.0,95.0,0.3,88.0,9.0,230.0,150.0,2.0,4.0,0.6,1.2999999999999998,575.0,dairy
786,"riñón, de cordero, crudo","kidney, lamb, raw",95.0,2.9987,16.8,78.2,0.0,0.0,0.66,0.58,1.0,True,375.0,133.0,0.0,0.43,30.0,7.51,2.1,0.5,54.0,0.26,8.0,12.0,7.4,255.0,16.0,180.0,255.0,6.0,93.0,2.4,1.24,450.0,meat
787,"riñón, de ternera, crudo","kidney, veal, raw",107.0,4.324,16.8,77.0,0.0,0.0,0.96,0.87,1.4,True,375.0,140.0,1.0,0.2,55.0,7.0,2.2,0.34,25.0,0.48,12.0,10.0,8.6,260.0,16.0,184.0,260.0,6.0,93.0,1.9,1.83,460.0,meat
788,rodaballo,turbot,98.0,3.6,16.1,80.3,0.0,0.0,0.83,1.19,1.12,True,25.0,14.0,0.0,0.0,10.0,5.5,0.14,0.06,2.0,0.15,0.0,22.0,1.0,290.0,20.0,114.0,192.0,16.0,36.5,0.5,2.02,285.0,seafood
789,rollito de primavera,chinese spring roll,251.0,11.94,8.28,50.6,2.6,27.29,3.036,5.601,2.116,False,16.0,1.2,0.0,0.02,8.0,2.725,0.077,0.165,0.44,0.167,0.0,40.0,1.41,165.0,18.0,468.0,85.0,2.7,0.0,0.62,8.637,1170.0,misc
790,romero,rosemary,345.0,15.2,5.0,9.3,24.1,46.4,3.014,2.34,7.37,False,0.0,313.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,50.0,317.0,28.9,550.0,150.0,50.0,50.0,0.0,0.0,0.93,5.353999999999999,125.0,misc
791,ron,rum,232.0,0.0,0.0,66.5,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.5,drinks
792,rosquilla,ring-shaped pastry,350.0,13.2,7.8,27.0,2.7,49.3,3.9,0.8,7.9,False,41.0,76.0,0.42,0.67,39.0,3.18,0.16,0.2,0.24,0.12,0.0,93.0,2.72,90.0,11.0,281.0,150.0,15.0,9.1,0.3,4.7,702.5,cereals
793,rúcula,arugula,31.0,0.66,2.58,91.71,1.6,3.65,0.049,0.319,0.086,False,0.0,596.0,0.0,0.43,97.0,0.305,0.086,0.044,0.0,0.073,15.0,160.0,1.46,369.0,47.0,27.0,52.0,0.0,0.3,0.47,0.368,67.5,vegetables
794,sal de mar,sea salt,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,56.0,70.0,35000.0,1.0,74.0,0.0,0.1,0.0,87500.0,misc
795,sal yodada,iodized salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.2,0.0,290.0,38850.0,8.0,600.0,0.1,0.0,0.0,97125.0,misc
796,salami,salami,435.0,40.2,17.8,28.4,0.1,1.3,19.09,4.0,14.86,False,80.0,1.7,0.7,0.11,3.0,3.3,0.2,0.29,1.5,0.3,0.0,17.0,2.2,240.0,12.0,1962.0,208.0,1.7,6.9,1.7,23.09,4905.0,meat
797,salchicha de pollo fresca,fresh chicken sausage,307.0,28.1,13.12,55.41,0.0,0.9,13.0,2.602,10.545,True,67.0,0.0,0.0,0.0,3.4,4.56,0.16,0.18,1.51,0.16,0.0,34.54,1.44,210.0,9.42,1060.0,150.0,1.77,11.5,2.62,15.602,2650.0,meat
798,"salchicha, fresca","sausage, fresh",307.0,28.1,13.12,55.41,0.0,0.9,12.3,2.602,10.545,True,67.0,0.0,0.0,0.0,3.4,4.56,0.16,0.18,1.51,0.16,0.0,34.54,1.44,210.0,9.42,1060.0,150.0,1.77,11.5,2.62,14.902000000000001,2650.0,meat
799,"salchicha, tipo ""frankfurt""",frankfurt sausage,288.0,26.0,12.7,56.4,0.1,1.3,12.02,2.96,9.33,True,65.0,15.0,0.2,0.15,3.0,2.4,0.2,0.3,0.5,0.1,0.0,20.0,1.0,170.0,11.0,900.0,173.0,6.9,8.3,1.4,14.98,2250.0,meat
800,"salchicha, tipo país, a la plancha","sausage, ""país"" type, griddle",386.0,34.5,18.57,42.86,0.0,0.86,10.68,2.42,8.57,False,85.71,0.0,0.0,0.29,2.14,3.2,0.18,0.29,1.14,0.23,1.14,21.43,1.71,214.29,11.43,857.14,178.57,5.5,9.2,3.93,13.1,2142.85,meat
801,"salchicha, tipo viena","sausage, viena type",274.0,25.2,10.3,62.5,0.0,2.0,12.5,1.7,9.3,False,52.0,0.0,0.2,0.22,4.0,1.61,0.11,0.34,1.02,0.12,0.0,10.0,0.88,101.0,7.0,953.0,49.0,5.5,16.9,1.6,14.2,2382.5,meat
802,salchichón,salchichon,422.0,34.7,25.8,38.0,0.0,2.0,15.93,5.83,12.3,True,72.0,0.0,0.0,0.28,3.0,10.0,0.21,0.2,1.0,0.15,0.0,15.0,2.4,207.0,10.0,1060.0,260.0,14.7,26.1,1.7,21.759999999999998,2650.0,meat
803,"salema, cruda","salema, raw",104.0,0.95,12.7,77.2,0.0,7.9,0.16,0.27,0.45,True,67.0,2.2,14.0,2.6,6.0,7.8,0.07,0.07,2.0,0.45,0.0,694.0,0.4,280.0,26.0,177.0,0.0,7.0,28.0,0.5,0.43000000000000005,442.5,seafood
804,salmón,salmon,182.0,12.0,18.4,69.6,0.0,0.0,5.43,3.1,2.16,True,50.0,13.0,8.0,2.0,26.0,10.4,0.15,0.2,5.0,0.75,0.0,27.0,0.7,310.0,26.0,98.0,250.0,28.3,20.0,0.8,8.53,245.0,seafood
805,salmón ahumado,smoked salmon,181.0,8.7,25.4,67.68,0.0,0.0,3.39,1.44,1.36,False,35.0,15.0,19.0,1.7,2.0,13.7,0.17,0.16,3.0,0.28,0.0,19.0,0.6,420.0,32.0,1880.0,250.0,28.0,32.4,0.4,4.83,4700.0,seafood
