foodname_ESP,foodname_ENG,quantity,energy,fats,prot,carbs,water,fiber,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,A,D,E,B9,B3,B2,B1,B12,B6,C
"Huevo de gallina, yema, cruda","Egg, chiken, yolk, raw",100,356.0,31.5,16.5,49.9,0.0,2.3,12.3,4.1,9.4,False,591.0,4.5,3.6,140.0,,0.5,0.22,4.7,0.3,0.0,137.0,6.1,97.0,15.0,50.0,520.0,39.6,45.0,3.9
"Huevo de gallina, yema, desecada","Egg, chicken, yolk, dried",100,664.0,59.3,31.7,3.0,0.0,2.1,22.3,7.4,18.0,False,1060.0,11.4,3.9,210.0,8.77,0.66,0.5,7.08,0.84,0.0,282.0,13.8,168.0,28.0,135.0,1112.0,84.3,86.6,6.15
"Huevo de pato, crudo","Egg, duck, whole, raw",100,163.0,11.8,14.3,73.9,0.0,,4.9,2.0,2.9,False,540.0,5.0,0.74,80.0,0.2,0.47,0.16,5.4,0.25,0.0,63.0,2.9,190.0,16.0,120.0,200.0,13.0,36.4,1.4
"Huevo de pavo, entero, crudo","Egg, turkey, whole, raw",100,164.0,11.9,13.7,72.5,0.0,1.2,4.6,1.7,3.6,False,166.0,,,71.0,4.05,0.47,0.11,1.69,0.13,0.0,99.0,4.1,142.0,13.0,151.0,170.0,,34.3,1.58
Infusión,Infusion,100,0.0,0.0,,99.9,,,0.0,0.0,0.0,False,0.0,0.0,0.0,5.0,0.1,,0.0,0.0,0.0,0.0,,,19.0,1.0,,1.0,1.0,,0.0
Jalea real,Royal jelly,100,266.0,,0.2,34.8,,65.0,,,,False,4.0,0.0,0.0,2.0,0.0,0.02,0.02,0.0,0.0,4.0,10.0,0.2,69.0,,12.0,10.0,,2.0,
Jamón asado,"Ham, roasted",100,266.0,17.61,26.83,55.04,0.0,,7.88,1.688,6.47,False,10.0,0.9,,10.0,4.574,0.313,0.635,0.68,0.402,0.3,14.0,1.01,352.0,22.0,60.0,263.0,34.6,45.3,2.96
"Jamón cocido, categoría s/e","Cooked ham, category n/e",100,114.0,3.0,21.0,75.6,0.0,0.4,1.4,0.36,1.1,False,,0.7,0.08,0.2,11.4,0.18,0.46,0.7,0.2,19.0,9.6,2.1,270.0,17.5,970.0,239.0,10.9,11.0,2.8
"Jamón cocido, enlatado","Cooked ham, canned",100,126.0,5.1,18.4,74.0,0.0,1.3,2.1,0.6,1.9,False,,,0.08,,7.283,0.25,0.52,,0.22,0.0,9.0,1.2,280.0,18.0,1250.0,280.0,11.0,8.0,2.3
Jamón ibérico de bellota,Iberian acorn-feed ham,100,335.0,22.2,33.2,38.5,0.0,0.5,13.08,1.54,6.53,True,,,0.08,,0.84,0.11,0.4,15.7,0.14,0.0,6.8,3.6,655.0,37.6,1935.0,191.0,10.0,12.1,3.5
Jamón ibérico de cebo,Iberian ham of land cebo-feed,100,303.0,19.2,32.3,48.4,0.0,0.1,10.31,1.18,7.81,True,,,0.08,13.5,0.8,0.12,0.42,15.7,0.16,0.0,10.2,4.3,701.0,37.2,1942.0,141.0,11.0,12.1,4.0
Jamón serrano,Cured ham,100,319.0,22.6,28.8,39.9,0.0,0.2,11.06,2.58,7.94,True,0.0,0.6,0.2,2.0,8.0,0.25,1.0,0.6,0.5,0.0,9.0,1.7,250.0,22.0,2130.0,167.0,11.4,12.1,2.1
Jengibre,Ginger,100,52.0,0.7,1.7,88.1,,9.5,,,,False,5.8,0.0,,,0.8,0.03,0.02,0.0,0.16,4.0,17.0,0.6,330.0,35.0,11.0,27.0,,,0.4
Judía blanca,White bean,100,242.0,1.6,21.1,15.5,23.2,34.7,0.18,0.886,0.53,False,67.0,0.0,0.21,388.0,5.28,0.117,0.503,0.0,0.409,2.5,113.0,6.2,1337.0,140.0,15.0,426.0,1.8,12.8,2.6
Judía pinta,Pinto bean,100,247.0,0.83,23.58,11.77,24.9,35.11,0.064,0.457,0.12,False,67.0,0.0,0.22,394.0,6.75,0.219,0.529,0.0,0.397,4.5,143.0,8.2,1406.0,140.0,24.0,407.0,2.0,3.2,2.79
"Judía verde, congelada, cruda","Green bean, frozen, raw",100,29.0,0.55,1.875,90.05,3.4,4.1,,0.22,0.165,False,31.0,0.0,0.16,61.925,0.53,0.1,0.06,0.0,0.135,10.4833,46.785,0.695,204.0,19.795,4.0,33.0,1.0,2.5,0.24
"Judía verde, cruda","Green been, raw",100,28.0,0.4,2.2,90.1,2.8,3.7,0.03,0.2,0.09,False,47.0,0.0,0.26,66.0,0.85,0.1,0.07,0.0,0.2,20.0,39.0,1.0,243.0,25.0,4.0,38.0,3.6,1.4,0.2
"Judia verde, hervida","Green bean, boiled",100,84.0,6.79,1.78,85.24,2.25,3.94,3.98,0.85,0.86,False,46.0,0.0,0.58,58.41,1.31,0.09,0.06,0.0,0.21,21.94,48.47,0.94,243.75,20.81,1.88,41.25,3.75,,0.22
"Judías blancas, cocidas","White bean, boiled",100,324.0,1.5,21.4,1.0,21.3,54.8,0.08,0.82,0.21,False,0.0,0.0,2.0,316.0,2.4,0.17,0.5,0.0,0.42,3.4,126.0,6.2,1160.0,163.0,40.0,400.0,1.6,0.0,3.5
Judias verdes en conserva,"Green bean, canned",100,12.0,0.1,1.188,95.6,1.5,1.63,0.004,0.052,0.023,False,33.3,0.0,0.05,13.0,0.55,0.04,0.07,0.0,0.03,4.3,34.0,1.3,143.0,20.0,249.0,24.0,1.4,0.9,0.2
"Jurel, crudo","Horse mackerel, raw",100,112.0,1.97,15.4,78.3,0.0,0.8,0.31,0.4,0.41,True,36.0,16.0,1.3,4.0,9.0,0.3,0.14,10.0,0.16,2.8,17.0,1.0,420.0,31.0,39.0,157.0,10.0,36.5,0.5
Kebab,Kebab,100,305.0,7.9,8.8,66.6,1.6,16.7,3.1,0.7,2.9,False,21.1,,0.7,13.7,3.8,0.09,0.06,0.5,0.19,3.4,26.1,1.1,210.6,14.6,680.0,85.0,10.8,6.6,1.4
Kefir,Kefir,100,64.0,3.5,3.3,88.4,0.0,4.8,1.0,0.1,2.3,False,30.6,0.101,0.092,21.0,0.087,0.203,0.045,0.18,0.038,0.3,127.0,0.13,160.0,14.0,46.0,90.0,24.3,1.3,0.44
Ketchup,Ketchup,100,104.0,0.2,3.4,66.7,0.9,21.7,0.05,0.13,0.04,True,100.0,0.0,1.5,10.0,1.0,0.06,0.06,0.0,0.16,15.0,19.0,0.9,480.0,19.0,910.0,40.0,45.0,0.6,0.1
Kiwi,Kiwi,100,52.0,0.5,1.1,85.9,1.9,10.6,0.1,0.4,0.1,False,3.0,0.0,1.12,29.3,0.6,0.03,0.01,0.0,0.15,59.0,25.0,0.4,290.0,15.0,4.0,35.0,0.33,0.6,0.1
Lacón,"Shoulder cured ham, ""lacon""",100,214.0,10.8,19.12,57.36,0.0,9.9,4.26,1.66,3.53,False,9.4,0.5,0.08,1.0,6.817,0.18,0.46,0.6,0.2,0.0,9.6,2.1,270.0,17.5,965.0,136.0,10.9,17.7,2.8
,,100,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
Langosta,Lobster,100,91.0,2.0,18.0,79.7,0.0,0.0,0.38,0.74,0.24,False,,,1.5,17.0,5.3,0.11,0.12,1.0,0.06,,60.0,0.7,220.0,34.0,270.0,261.0,37.0,46.2,2.3
Langostino,"Prawn, raw",100,112.0,0.8,24.3,73.4,0.0,1.5,0.1,0.2,0.2,False,18.0,18.0,1.5,2.0,3.2,0.02,0.02,1.9,0.06,0.0,115.0,3.3,221.0,69.0,305.0,215.0,90.0,24.3,1.1
Lasaña,Lasagne,100,138.0,7.9,6.3,73.7,0.8,10.3,3.31,1.12,3.17,False,102.0,0.12,0.86,9.0,1.25,0.09,0.05,0.42,0.08,2.0,85.0,0.7,159.0,13.0,181.0,93.0,28.5,7.5,0.9
"Laurel, hoja","bay, leaf",100,304.0,8.4,7.6,5.4,26.3,48.6,1.64,2.29,2.28,False,618.0,0.0,,0.0,3.9,0.42,0.01,0.0,1.74,0.0,830.0,43.0,530.0,120.0,23.0,113.0,,2.8,3.7
"Leche condensada, entera, con azúcar","Milk, whole, condensed, with sugar",100,336.0,9.2455,8.5095,25.3015,0.0,53.65,2.4153,0.231,6.0907,False,97.5,0.1,0.185,8.0,0.22,0.465,0.085,0.505,0.06,1.5,289.0,0.1625,370.0,28.35,124.5,232.5,160.0,3.0,0.536
Leche de almendra,Almond milk,100,353.0,5.5,14.5,97.05,6.0,60.0,0.76,1.02,0.43,False,120.0,5.0,0.09,,0.075,0.15,6.0,,,,200.0,2.0,420.0,60.0,18.0,280.0,,,
Leche de cabra,Goat's milk,100,65.0,3.7037,3.4,87.5,0.0,4.4,0.9,0.1,2.5,True,40.0,0.06,0.03,1.0,1.1,0.15,0.04,0.1,0.04,2.0,120.0,0.1,185.0,14.0,45.0,103.0,0.0,2.0,0.5
Leche de coco,Coconut milk,100,209.0,21.3,2.0,73.9,,2.8,1.4,0.3,18.3,False,0.0,0.0,0.7,14.0,0.64,0.03,0.03,0.0,0.03,1.0,18.0,3.3,220.0,46.0,13.0,96.0,0.7,6.2,0.67
Leche de oveja,Sheep's milk,100,100.0,6.3492,5.6,82.1,0.0,5.0,1.6,0.3,4.1,True,45.8333,0.18,0.11,5.0,1.7,0.23,0.05,0.5,0.08,4.0,183.0,0.1,146.0,16.0,40.0,141.0,5.0,1.7,0.5
"Leche de vaca, desnatada, condensada, con azúcar","Milk, skimmed, condensed, with sugar",100,287.0,0.201,10.0,29.8,0.0,60.0,0.1,,0.1,False,31.33,0.85,0.04,16.0,2.6,0.51,0.11,0.9,0.09,5.0,330.0,0.33,450.0,33.0,150.0,270.0,89.0,3.0,1.2
"Leche de vaca, entera",Whole milk,100,65.0,3.8,3.06,88.4,0.0,4.7,1.1,0.13,2.3,True,46.0,0.03,0.1,5.5,0.73,0.19,0.04,0.3,0.04,1.4,124.0,0.09,157.0,11.6,48.0,92.0,9.0,1.4,0.38
"Leche en polvo, semidesnatada","Milk, semi-skimmed, dried",100,445.0,16.2963,29.8,3.5,0.0,43.9,5.1,0.6,9.7,False,188.333,0.1,0.4,30.0,1.0,1.2,0.4,2.9,0.2,4.0,1050.0,0.3,1280.0,105.0,510.0,930.0,27.0,7.4,4.1
"Leche fermentada, bifidobacterium, entera, natural","Fermented milk, plain",100,63.0,3.4,3.6,88.6,0.0,4.4,0.9,0.1,2.2,True,33.5,0.2,0.3,5.0,0.42,0.18,0.04,0.3,0.09,1.0,141.0,0.1,180.0,13.0,51.0,107.0,4.0,1.0,0.4
Leche materna,human milk,100,69.0,4.03,1.15,87.8,0.0,7.0,1.523,0.435,2.031,False,69.5,0.07,0.278,8.0,0.517,0.038,0.015,0.05,0.014,6.5,29.0,0.058,47.0,3.2,13.0,15.0,5.1,3.3,0.134
Leche merengada,"Milk, whipped",100,84.0,3.2,3.0,83.1,0.0,10.7,7.6,0.8,22.1,False,46.06,0.03,0.09,0.77,0.09,0.19,0.04,0.2,0.04,0.1,110.0,0.21,87.3,12.0,26.2,100.0,11.6,1.7,
"Leche, desnatada, pasteurizada","Milk, skimmed, pasteurized",100,34.0,0.2,3.3,91.9,0.0,4.6,,,,False,0.0,0.01,0.01,2.9,0.09,0.16,0.05,0.22,0.02,1.0,112.0,0.1,174.0,10.5,45.0,88.0,16.0,2.8,0.4
"Leche, semidesnatada, pasteurizada","Milk, semi-skimmed, pasteurized",100,46.0,1.6,3.2,89.6,0.0,4.6,0.48,0.05,0.95,False,20.5,0.01,0.08,5.0,0.1,0.17,0.05,0.4,0.03,3.0,114.0,0.04,166.0,10.0,46.0,85.0,8.6,1.5,0.4
Lechuga,Lettuce,100,16.0,0.6,1.125,95.2,1.5,1.4,,0.37,0.12,False,8.0,0.0,0.51,33.6,0.6,0.07,0.06,0.0,0.06,12.2,34.7,1.0,220.0,8.7,3.0,28.0,3.0,1.0,0.23
Lecitina de soja,Soy lecithin,100,503.0,53.0,0.0,0.0,0.0,8.0,5.0,35.0,13.0,False,0.0,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,3.1,0.0,0.0,0.0
"Lengua de cerdo, cruda","Pork, tongue, raw",100,157.0,10.3,16.0,73.7,0.0,0.0,4.87,1.07,3.57,True,0.0,,0.51,4.0,8.217,0.5,0.49,0.8,0.35,4.4,9.6,3.0,278.0,20.0,93.0,197.0,14.0,12.0,2.6
"Lengua de cordero, cruda","Lamb, tongue, raw",100,192.0,14.6,15.3,70.1,0.0,0.0,7.194,0.901,5.623,True,,,0.21,4.0,7.467,0.49,0.17,7.0,0.17,7.0,6.0,2.2,250.0,33.0,78.0,170.0,14.0,15.0,2.7
"Lengua, de buey, cruda","Tongue, ox, raw",100,219.0,16.1,14.9,65.3,0.0,3.7,7.2,0.9,7.0,True,0.0,1.7,0.67,7.0,14.7,0.38,0.3,3.79,0.71,3.1,7.0,2.8,315.0,17.1,69.0,133.0,14.0,9.4,3.2
"Lengua, de ternera, cruda","Tongue, veal, roasted",100,136.0,7.1,17.8,74.2,0.0,0.0,3.3,0.4,3.0,True,,0.0,0.3,5.0,3.1,0.33,0.15,5.0,0.15,3.1,8.0,2.6,234.0,14.0,80.0,170.0,14.0,14.7,2.3
Lenguado,Sole,100,79.0,1.3,16.5,82.2,0.0,0.0,0.27,0.43,0.18,True,,,1.1,11.0,5.5,0.12,0.1,1.0,0.43,,30.0,0.7,230.0,29.0,100.0,260.0,30.0,44.0,0.4
"Lenguado, al horno","Sole, baked",100,74.0,0.9571,16.0,81.6,0.0,0.0,0.2,0.32,0.15,False,0.0,0.0,0.8,7.0,1.7,0.08,0.05,0.7,0.2,0.0,25.0,0.7,250.0,29.0,85.0,175.0,16.6,19.3,0.6
"Lenguado, frito","Sole, fried",100,93.0,2.2,17.9,79.5,0.0,0.0,0.6,0.5,0.3,False,0.0,0.0,0.0,10.0,6.5,0.1,0.26,2.0,0.39,0.0,51.0,0.3,280.0,22.0,120.0,180.0,28.0,36.0,0.5
"Lenguado, plancha","Sole, griddle",100,135.0,7.97,15.36,76.2,0.0,0.47,3.7,0.88,1.79,False,19.26,0.02,0.28,10.23,5.12,0.11,0.09,0.93,0.4,0.0,28.26,0.66,214.42,27.02,93.26,242.21,27.91,0.0,0.38
"Lenteja, en conserva","Lentil, canned",100,74.0,0.21,6.28,79.37,5.1,11.4,,0.1,,False,0.8333,0.0,,11.0,0.3,0.055,0.065,0.0,0.07,,18.885,1.575,143.775,15.4,446.41,58.195,1.0,2.8,1.4
"Lenteja, hervida","Lentil, boiled",100,333.0,1.7,23.0,9.3,11.2,54.8,0.3,0.84,0.23,False,5.0,0.0,1.8,34.2,3.0,0.22,0.47,0.0,0.7,3.4,70.0,8.2,670.0,74.8,36.0,240.0,1.5,,3.7
"Lenteja, seca, cruda","Lentil, dried, raw",100,310.0,1.1729,24.7674,8.845,9.6975,48.6954,0.2167,0.5494,0.1721,False,13.3333,0.0,0.9,117.1,3.0,0.39,0.62,0.0,0.65,1.7,57.291,6.8737,463.05,74.3168,226.78,256.04,1.6,9.9,3.9
Licor apricot,Apricot liqueur,100,249.0,,0.21,69.8,0.0,30.0,0.0,0.0,0.0,False,1.02,0.0,0.06,5.15,0.11,0.01,0.03,0.0,0.02,12.65,5.6,0.09,53.0,4.08,11.2,6.45,0.0,0.0,0.05
Licor benedictine,Benedictine liqueur,100,260.0,0.0,0.0,67.0,0.0,33.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Licor curaçao,Curaçao liqueur,100,317.0,,0.0,70.0,0.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Licor de café,Coffee liqueur,100,345.0,0.29,0.0,0.1,0.0,46.8,,0.1,0.1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,28.74,2.87,8.62,5.75,0.0,0.0,0.03
Licor de crema 15-17% vol.,Cream liqueur 15-17% volume,100,324.0,14.8,0.0,52.3,,20.9,3.8,0.6,8.0,False,180.7,0.0,0.5,2.0,0.75,0.06,0.01,0.08,0.01,0.2,16.5,,17.4,1.8,80.0,34.9,,0.0,0.2
Licores de frutas,Fruits liqueur,100,227.0,0.0,0.1,52.9,0.0,35.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,6.0,0.07,35.0,6.0,5.0,20.0,0.0,0.0,0.0
"Liebre, entera, cruda","Hare, whole, raw",100,193.0,8.0,29.9,62.1,0.0,0.0,0.82,0.58,0.9,False,0.0,,0.27,5.0,10.5,0.06,0.09,1.0,0.3,0.0,9.05,2.4,360.0,24.0,50.0,220.0,2.0,17.0,2.2
"Lija, cruda","Dogfish, raw",100,136.0,7.0,18.0,75.0,0.0,0.0,2.1,2.1,1.2,False,190.0,9.1,1.0,3.0,6.0,0.29,0.17,5.0,0.37,,8.0,0.9,290.0,21.0,120.0,230.0,260.0,36.5,0.4
"Lima, cruda","Lime, raw",100,8.0,0.2,0.6,89.1,2.8,1.0,,0.1,,False,1.8333,0.0,0.8,10.0,0.2,0.02,0.03,0.0,0.04,42.0,24.0,0.6,144.0,8.0,3.0,22.0,1.5,0.4,0.1
Limonada,Lemonade,100,12.0,0.2,0.5,94.6,2.8,1.9,0.019,0.055,0.022,False,1.67,0.0,0.8,10.0,0.25,0.02,0.021,0.0,0.04,44.0,13.0,0.2,82.0,8.0,2.0,11.0,1.5,0.4,0.11
"Litchi, crudo","Litchis, raw",100,67.0,0.44,0.9,82.7,1.3,14.6,0.1,0.1,0.1,False,0.0,0.0,0.1,70.0,0.3,0.06,0.03,0.0,0.05,60.0,5.0,0.4,156.0,8.0,1.0,27.0,1.0,0.6,0.3
Lombarda,Lombard,100,22.0,0.18,1.5,92.3,2.5,3.5,0.006,0.098,0.036,False,1.0,0.0,0.2,39.0,0.6,0.01,0.02,0.0,0.09,55.0,60.0,0.4,250.0,9.0,8.0,37.0,2.0,1.0,0.1
Lomo embuchado,"Cured pork, loin",100,323.0,20.7,34.0,46.0,0.0,0.0,8.65,3.17,6.68,False,,,0.44,5.0,12.0,0.25,0.8,2.0,0.22,0.0,20.0,3.7,230.0,20.0,1470.0,180.0,3.8,20.0,2.6
Longaniza,Sausage,100,346.0,27.5,25.0,47.5,0.0,0.0,12.03,4.65,11.25,False,,,0.29,0.9,0.25,0.15,0.2,0.9,0.14,0.0,20.0,1.6,200.0,200.0,70.0,160.0,10.9,21.1,1.2
Lubina,Seabass,100,85.0,1.3,18.0,80.7,0.0,0.0,0.48,0.36,0.27,True,,,0.5,3.0,6.7,0.16,0.11,4.0,0.2,,20.0,1.1,340.0,26.0,69.0,410.0,7.0,36.5,0.8
"Lucio, al horno","Pike, baked",100,95.0,0.8714,21.5,76.5,0.0,0.0,0.2,0.26,0.15,False,8.0017,0.01,0.11,2.9,2.3,0.07,0.07,0.1,0.15,0.0,46.0,0.9,290.0,25.0,56.0,282.0,8.0,5.42,0.1
"Macedonia de frutas, conserva en su jugo","Fruit salad, canned in own juice",100,107.0,0.1,0.9,73.5,1.1,25.0,0.005,0.011,0.004,False,9.0,0.0,0.32,4.0,0.3,0.01,0.02,0.0,0.01,3.0,8.0,1.0,120.0,8.0,2.0,10.0,2.0,1.0,0.1
Magdalena,Muffin,100,387.0,22.4,6.1,28.0,1.0,39.9,8.1,0.9,12.4,True,233.0,0.8,0.7,7.0,0.5,0.1,0.05,0.0,0.1,,25.0,1.1,88.0,9.0,211.0,231.0,16.3,9.3,0.3
"Maíz, en mazorca, congelado, crudo","Corn, on the cob, frozen, raw",100,95.0,0.8,3.2,73.2,3.8,18.3,0.2,0.4,0.1,False,12.0,0.0,0.4,30.0,1.6,0.08,0.13,0.0,0.2,6.0,4.0,0.7,272.0,30.0,5.0,81.0,2.0,0.8,0.3
"Maíz, en mazorca, crudo","Corn, on the cob, raw",100,392.0,0.92,8.4,0.0,2.7,85.6,0.24,0.42,0.13,False,25.0,0.0,0.4,30.0,1.6,0.08,0.13,0.0,0.2,6.0,15.0,0.7,330.0,30.0,6.0,256.0,2.0,0.8,0.3
Mandarina,Tangerine,100,40.0,,0.8,88.3,1.9,9.0,0.034,0.037,0.022,False,106.0,0.0,0.22,32.0,0.3,0.02,0.07,0.0,0.07,35.0,36.0,0.3,160.0,11.0,2.0,17.2,,,0.4
"Mandarina, congelada","Tangerine, frozen",100,42.0,0.2,0.63,88.2,1.8,9.2,0.034,0.037,0.022,False,56.92,0.0,0.29,21.8,0.41,0.03,0.06,0.0,0.08,32.0,34.5,0.3,150.0,10.9,1.1,20.0,,,0.09
"Mango, crudo","Mango, without skin, raw",100,59.0,0.2,0.6,83.0,2.3,13.4,0.07,0.03,0.05,False,25.0,0.0,1.8,31.0,0.4,0.05,0.03,0.0,0.08,44.0,20.0,1.2,150.0,9.0,2.0,22.0,0.0,0.6,0.1
Manteca,Pork lard,100,879.0,99.0,0.0,1.0,0.0,0.0,43.0,9.8,40.6,False,0.0,0.0,1.6,0.0,0.0,,,0.0,,0.0,1.0,0.1,1.0,1.0,1.0,3.0,,,0.0
Mantequilla salada,Butter with salt,100,733.0,82.0,0.7,16.9,0.0,0.5,21.64,3.28,55.13,True,783.0,0.76,2.0,0.0,0.0,0.02,,0.0,0.01,0.0,15.0,0.2,15.0,2.0,870.0,24.0,4.0,0.5,0.1
"Mantequilla, baja en calorías","Butter, light",100,503.0,55.1,3.3,42.1,0.0,0.0,15.927,2.046,34.321,False,509.4,12.0,1.58,1.0,0.02,0.07,0.01,0.13,0.01,0.0,48.0,1.09,71.0,5.0,450.0,34.0,,1.0,0.26
Manzana,Apple,100,50.0,,0.3,85.7,2.0,12.0,0.15,0.11,0.2,False,4.0,0.0,0.53,1.0,0.2,0.04,0.03,0.0,0.04,3.0,6.0,0.4,99.0,5.0,2.0,9.0,,,0.1
Margarina de maíz,Corn margarine,100,718.0,80.0,0.9,18.2,0.0,0.9,32.7,31.95,13.75,True,731.0,3.8,7.5,1.0,0.67,1.6,0.01,0.1,0.009,0.2,30.0,0.0,42.0,3.0,198.0,23.0,26.0,0.0,0.0
"Margarina, baja en calorías","Margarine, light",100,363.0,40.0,1.62,58.0,0.0,0.4,13.52,13.85,11.29,False,584.0,2.5,6.0,1.0,0.36,0.022,0.006,0.06,0.005,0.1,12.0,0.06,7.0,0.5,390.0,8.0,26.0,0.0,0.0
"Masa de hojaldre, cruda","Puff pastry, raw",100,410.0,29.35,4.85,30.35,1.5,31.6796,12.0662,5.3627,10.6297,True,145.833,1.3,1.47,12.5,0.9,0.01,0.14,0.0,0.06,1.0,66.5,1.0,66.5,15.5,340.0,57.0,17.2,24.2,0.35
Mayonesa con aceite de girasol,Mayonnaise sunflower oil,100,700.0,75.6,1.3,16.32,0.0,5.8,18.19,43.9,11.42,True,36.17,0.25,15.5,10.0,1.0,0.05,0.02,0.48,0.1,0.0,12.0,0.4,18.0,4.0,580.0,48.0,35.0,0.0,0.1
"Mayonesa, aceite de oliva","Mayonnaise, olive oil, home-prepared",100,785.0,87.3807,2.1,9.1,,0.0971,62.3,7.3,12.8,False,70.3333,0.6,4.6,16.0,0.0,0.06,0.04,1.0,0.04,1.0,19.0,1.2,25.0,7.0,330.0,61.0,35.0,0.0,0.5
"Mayonesa, aceite de soja","Mayonnaise, soybean oil",100,710.0,79.0032,1.3,19.0,0.0,0.7,22.3,40.6,11.6,False,72.3333,0.5,17.0,10.0,,0.05,0.02,0.48,0.1,0.0,15.0,0.6,25.0,7.0,410.0,46.0,35.0,0.0,0.1
"Mayonesa, baja en calorías",Mayonnaise light,100,298.0,28.1,1.0,60.1,0.0,10.8,6.88,15.7,4.19,False,0.0,0.0,14.0,10.0,0.24,0.05,0.02,0.48,0.1,0.0,10.0,0.3,10.0,10.0,750.0,1.0,35.0,0.0,0.1
Mejillon,Mussel,100,61.0,1.9,10.8,87.3,0.0,0.0,0.35,0.52,0.41,True,,,0.9,33.0,3.0,0.14,0.1,8.0,0.08,,80.0,4.5,92.0,23.0,210.0,236.0,35.0,56.0,1.8
"Mejillón, en conserva, al natural","Mussel, canned in brine",100,83.0,2.9,12.0,85.1,0.0,2.0,0.49,0.71,0.46,False,,,1.2,27.0,3.0,0.14,0.1,10.2,0.08,,80.0,4.5,320.0,23.0,290.0,189.0,40.0,57.2,1.8
"Mejillón, en escabeche","Mussel, pickled",100,168.0,14.0,10.7,77.3,0.0,0.0,2.77,8.52,2.76,False,53.1,0.0,1.33,13.0,3.2,0.13,0.1,7.7,0.06,0.0,45.3,3.7,0.0,20.4,0.0,0.0,31.0,0.0,1.6
"Mejillón, hervido","Mussel, boiled",100,112.0,2.7,18.45,72.9,0.0,3.1818,0.4,1.0,0.5,False,84.0,,1.05,32.0,1.15,0.245,0.01,16.1,0.07,,76.5,7.35,173.0,53.0,373.0,212.5,140.0,46.0,2.3
Melocotón,Peach,100,39.0,,0.6,89.0,1.4,9.0,0.061,0.079,0.018,False,17.0,0.0,0.5,3.0,1.0,0.05,0.03,0.0,0.02,8.0,8.0,0.4,260.0,9.0,3.0,22.0,2.0,1.0,0.06
Melocotón en almíbar,Syrup peach,100,58.0,,0.4,82.6,1.3,13.8,,,,False,27.0,0.0,0.51,7.0,0.59,0.02,0.01,0.0,,4.0,3.0,0.3,104.0,5.0,5.0,11.0,1.5,0.3,
"Melocotón, desecado","Peach, dried",100,272.0,0.76,3.6,26.1,8.2,61.3,0.28,0.37,0.08,False,74.2,0.0,0.0,14.0,5.3,0.21,0.0,0.0,0.07,4.8,36.0,6.8,1100.0,54.0,6.0,120.0,23.0,2.2,0.8
Melón,Melon,100,27.0,,0.6,92.4,1.0,6.0,0.013,0.015,0.026,False,4.0,0.0,0.1,30.0,0.5,0.02,0.04,0.0,0.07,25.0,14.0,0.4,320.0,17.0,14.0,18.0,0.55,,0.1
"Membrillo, crudo","Quince, raw",100,29.0,0.225,0.3,84.2,6.4,6.3,0.08,0.1,,False,4.0,0.0,0.89,3.0,0.2,0.02,0.02,0.0,0.04,15.0,14.0,0.3,200.0,6.0,3.0,19.0,,0.6,0.5
"Menestra de verduras, congelada","Vegetables, stewed, frozen",100,45.0,0.5,3.3,89.6,4.0,6.6,0.031,0.24,0.098,False,420.0,0.0,0.3,52.0,1.3,0.09,0.12,0.0,0.11,13.0,35.0,0.8,130.0,16.0,96.0,57.0,1.0,1.0,0.4
"Menta, fresca","Mint, fresh",100,44.0,0.73,3.8,,6.8,5.3,,0.39,0.19,False,123.33,0.0,5.0,110.0,1.1,0.33,0.12,0.0,0.16,31.0,210.0,9.5,260.0,63.0,15.0,75.0,3.0,,1.09
Merluza fresca,"Hake, raw",100,65.0,1.8,11.93,86.3,0.0,0.0,0.43,0.46,0.35,True,,,0.35,12.3,8.53,0.09,0.09,1.1,0.16,0.0,33.1,1.1,294.0,25.1,101.0,142.0,27.0,36.0,0.37
"Merluza, congelada, cruda","Hake, frozen, raw",100,85.0,1.8775,16.7033,82.0167,0.0,0.0,0.5185,0.7719,0.4271,False,,,0.42,14.3,3.2,0.12,0.05,1.0,0.16,0.0,25.4,0.77,270.0,19.4,100.0,190.0,4.0,42.6,0.27
"Merluza, rebozada, frita","Hake, coat in batter, deep fried",100,149.0,10.29,10.65,75.39,0.15,3.52,5.71,1.31,1.51,False,13.74,0.11,0.81,13.68,5.02,0.1,0.08,1.01,0.15,0.5,30.85,1.07,233.43,22.0,89.27,170.56,15.8,,0.42
